SalesOrderNumber,CustomerKey,OrderDate,OrderQuantity,UnitPrice,SalesAmount,ProductKey,SalesTerritoryKey
SO66565,12355,2008-03-20,1,2384.07,2384.07,573,9
SO66565,12355,2008-03-20,1,28.99,28.99,541,9
SO66565,12355,2008-03-20,1,4.99,4.99,530,9
SO46776,12356,2006-07-12,1,2049.0982,2049.0982,360,9
SO56369,12356,2007-10-19,1,2319.99,2319.99,357,9
SO56369,12356,2007-10-19,1,21.98,21.98,485,9
SO66696,12356,2008-03-22,1,2384.07,2384.07,561,9
SO66696,12356,2008-03-22,1,34.99,34.99,214,9
SO69568,12357,2008-05-01,1,4.99,4.99,528,9
SO69568,12357,2008-05-01,1,24.99,24.99,535,9
SO69568,12357,2008-05-01,1,34.99,34.99,214,9
SO69568,12357,2008-05-01,1,24.49,24.49,465,9
SO69727,12357,2008-05-03,1,3.99,3.99,529,9
SO74559,12357,2008-07-14,1,24.49,24.49,465,9
SO46928,12358,2006-07-31,1,2071.4196,2071.4196,356,9
SO56476,12358,2007-10-21,1,2294.99,2294.99,359,9
SO56476,12358,2007-10-21,1,2.29,2.29,480,9
SO65744,12358,2008-03-07,1,2384.07,2384.07,561,9
SO65744,12358,2008-03-07,1,34.99,34.99,214,9
SO66158,12359,2008-03-14,1,24.99,24.99,535,9
SO66158,12359,2008-03-14,1,4.99,4.99,528,9
SO66158,12359,2008-03-14,1,34.99,34.99,214,9
SO66514,12359,2008-03-20,1,3.99,3.99,529,9
SO66514,12359,2008-03-20,1,2.29,2.29,480,9
SO67907,12359,2008-04-09,1,24.49,24.49,465,9
SO46833,12360,2006-07-19,1,2071.4196,2071.4196,354,9
SO56949,12360,2007-10-30,1,2294.99,2294.99,359,9
SO67017,12360,2008-03-27,1,2384.07,2384.07,564,9
SO66573,12361,2008-03-21,1,3.99,3.99,529,9
SO66573,12361,2008-03-21,1,159.0,159.0,486,9
SO70455,12361,2008-05-13,1,24.99,24.99,535,9
SO70455,12361,2008-05-13,1,4.99,4.99,528,9
SO71027,12361,2008-05-21,1,24.49,24.49,463,9
SO46423,12362,2006-06-06,1,3578.27,3578.27,313,4
SO56587,12362,2007-10-23,1,2294.99,2294.99,361,4
SO56587,12362,2007-10-23,1,21.98,21.98,485,4
SO56587,12362,2007-10-23,1,8.99,8.99,482,4
SO55197,12363,2007-09-30,1,4.99,4.99,477,6
SO55197,12363,2007-09-30,1,9.99,9.99,478,6
SO55197,12363,2007-09-30,1,34.99,34.99,217,6
SO60908,12363,2007-12-28,1,4.99,4.99,477,6
SO60908,12363,2007-12-28,1,54.99,54.99,487,6
SO65824,12363,2008-03-09,1,29.99,29.99,536,6
SO67538,12363,2008-04-03,1,35.0,35.0,537,6
SO67538,12363,2008-04-03,1,4.99,4.99,528,6
SO67538,12363,2008-04-03,1,34.99,34.99,217,6
SO67538,12363,2008-04-03,1,49.99,49.99,237,6
SO67538,12363,2008-04-03,1,8.99,8.99,225,6
SO46586,12364,2006-06-28,1,3578.27,3578.27,313,1
SO55442,12364,2007-10-02,1,2319.99,2319.99,357,1
SO55455,12365,2007-10-03,1,8.99,8.99,479,1
SO55455,12365,2007-10-03,1,4.99,4.99,477,1
SO59617,12365,2007-12-08,1,4.99,4.99,528,1
SO59617,12365,2007-12-08,1,35.0,35.0,537,1
SO56022,12366,2007-10-13,1,4.99,4.99,477,1
SO56022,12366,2007-10-13,1,8.99,8.99,479,1
SO71660,12366,2008-05-30,1,35.0,35.0,537,1
SO71660,12366,2008-05-30,1,4.99,4.99,528,1
SO71660,12366,2008-05-30,1,34.99,34.99,217,1
SO52564,12367,2007-08-14,1,49.99,49.99,231,10
SO70490,12367,2008-05-13,1,3.99,3.99,529,10
SO70490,12367,2008-05-13,1,21.49,21.49,538,10
SO70490,12367,2008-05-13,1,34.99,34.99,222,10
SO70490,12367,2008-05-13,1,49.99,49.99,228,10
SO71664,12368,2008-05-30,1,34.99,34.99,214,7
SO67021,12369,2008-03-28,1,2.29,2.29,480,9
SO72443,12369,2008-06-08,1,4.99,4.99,528,9
SO72443,12369,2008-06-08,1,21.98,21.98,485,9
SO73036,12369,2008-06-16,1,24.99,24.99,535,9
SO73036,12369,2008-06-16,1,4.99,4.99,528,9
SO73036,12369,2008-06-16,1,34.99,34.99,214,9
SO52532,12370,2007-08-14,1,2.29,2.29,480,9
SO55035,12370,2007-09-27,1,4.99,4.99,528,9
SO55035,12370,2007-09-27,1,24.99,24.99,535,9
SO55035,12370,2007-09-27,1,2.29,2.29,480,9
SO59276,12370,2007-12-04,1,4.99,4.99,528,9
SO59276,12370,2007-12-04,1,21.98,21.98,485,9
SO61322,12371,2008-01-02,1,2.29,2.29,480,9
SO61322,12371,2008-01-02,1,120.0,120.0,483,9
SO69870,12371,2008-05-05,1,4.99,4.99,528,9
SO69870,12371,2008-05-05,1,24.49,24.49,467,9
SO69870,12371,2008-05-05,1,34.99,34.99,222,9
SO71493,12371,2008-05-28,1,24.99,24.99,535,9
SO71493,12371,2008-05-28,1,2.29,2.29,480,9
SO54823,12372,2007-09-23,1,24.99,24.99,535,9
SO54823,12372,2007-09-23,1,4.99,4.99,528,9
SO54823,12372,2007-09-23,1,34.99,34.99,222,9
SO54823,12372,2007-09-23,1,24.49,24.49,467,9
SO55748,12372,2007-10-08,1,4.99,4.99,528,9
SO55748,12372,2007-10-08,1,2.29,2.29,480,9
SO62405,12372,2008-01-20,1,2.29,2.29,480,9
SO45006,12373,2005-12-28,1,3578.27,3578.27,312,7
SO64377,12373,2008-02-18,1,2319.99,2319.99,357,7
SO64377,12373,2008-02-18,1,4.99,4.99,477,7
SO64377,12373,2008-02-18,1,24.49,24.49,463,7
SO64377,12373,2008-02-18,1,9.99,9.99,478,7
SO52395,12374,2007-08-11,1,34.99,34.99,217,7
SO74584,12375,2008-07-14,1,8.99,8.99,225,7
SO74584,12375,2008-07-14,1,34.99,34.99,222,7
SO57780,12376,2007-11-11,1,49.99,49.99,231,10
SO59439,12376,2007-12-06,1,3.99,3.99,529,10
SO59439,12376,2007-12-06,1,21.49,21.49,538,10
SO60809,12377,2007-12-26,1,49.99,49.99,234,8
SO49252,12378,2007-02-08,1,2071.4196,2071.4196,352,8
SO62768,12378,2008-01-26,1,2294.99,2294.99,359,8
SO56579,12379,2007-10-23,1,49.99,49.99,237,8
SO48455,12380,2006-12-06,1,2049.0982,2049.0982,360,10
SO58277,12380,2007-11-20,1,8.99,8.99,225,10
SO58277,12380,2007-11-20,1,1214.85,1214.85,577,10
SO60457,12380,2007-12-21,1,2294.99,2294.99,359,10
SO60457,12380,2007-12-21,1,2.29,2.29,480,10
SO48628,12381,2006-12-21,1,2071.4196,2071.4196,352,10
SO53860,12381,2007-09-05,1,742.35,742.35,568,10
SO53860,12381,2007-09-05,1,8.99,8.99,225,10
SO56377,12381,2007-10-20,1,2294.99,2294.99,361,10
SO56377,12381,2007-10-20,1,34.99,34.99,217,10
SO56377,12381,2007-10-20,1,8.99,8.99,225,10
SO48718,12382,2006-12-30,1,2071.4196,2071.4196,356,10
SO58457,12382,2007-11-23,1,1214.85,1214.85,560,10
SO59580,12382,2007-12-08,1,2319.99,2319.99,357,10
SO44803,12383,2005-12-01,1,3578.27,3578.27,310,7
SO63823,12383,2008-02-09,1,2319.99,2319.99,357,7
SO49331,12384,2007-02-17,1,2049.0982,2049.0982,358,8
SO51642,12384,2007-07-29,1,2319.99,2319.99,355,8
SO51642,12384,2007-07-29,1,54.99,54.99,487,8
SO51642,12384,2007-07-29,1,53.99,53.99,490,8
SO56016,12384,2007-10-12,1,539.99,539.99,605,8
SO56016,12384,2007-10-12,1,4.99,4.99,477,8
SO56016,12384,2007-10-12,1,8.99,8.99,479,8
SO56016,12384,2007-10-12,1,24.49,24.49,463,8
SO48429,12385,2006-12-03,1,2071.4196,2071.4196,352,10
SO55453,12385,2007-10-03,1,2294.99,2294.99,359,10
SO55453,12385,2007-10-03,1,9.99,9.99,478,10
SO55602,12385,2007-10-05,1,742.35,742.35,585,10
SO49196,12386,2007-02-03,1,2071.4196,2071.4196,354,8
SO61548,12386,2008-01-06,1,2294.99,2294.99,361,8
SO61548,12386,2008-01-06,1,21.98,21.98,485,8
SO61548,12386,2008-01-06,1,49.99,49.99,234,8
SO61548,12386,2008-01-06,1,8.99,8.99,225,8
SO66810,12387,2008-03-24,1,34.99,34.99,214,7
SO49295,12388,2007-02-13,1,2049.0982,2049.0982,362,8
SO64619,12388,2008-02-21,1,2294.99,2294.99,361,8
SO64619,12388,2008-02-21,1,34.99,34.99,222,8
SO70710,12389,2008-05-16,1,49.99,49.99,231,7
SO49229,12390,2007-02-06,1,2071.4196,2071.4196,356,8
SO51191,12390,2007-07-02,1,2294.99,2294.99,363,8
SO51191,12390,2007-07-02,1,9.99,9.99,478,8
SO51191,12390,2007-07-02,1,4.99,4.99,477,8
SO51191,12390,2007-07-02,1,34.99,34.99,214,8
SO58698,12390,2007-11-27,1,539.99,539.99,604,8
SO58698,12390,2007-11-27,1,21.49,21.49,538,8
SO48677,12391,2006-12-26,1,2049.0982,2049.0982,358,10
SO57291,12391,2007-11-02,1,742.35,742.35,565,10
SO57291,12391,2007-11-02,1,34.99,34.99,222,10
SO58839,12391,2007-11-30,1,2294.99,2294.99,359,10
SO51908,12392,2007-08-01,1,21.49,21.49,538,10
SO51908,12392,2007-08-01,1,3.99,3.99,529,10
SO54466,12392,2007-09-16,1,49.99,49.99,231,10
SO67181,12393,2008-03-30,1,24.49,24.49,463,7
SO67181,12393,2008-03-30,1,49.99,49.99,228,7
SO48593,12394,2006-12-18,1,2049.0982,2049.0982,362,10
SO59408,12394,2007-12-06,1,2294.99,2294.99,361,10
SO59408,12394,2007-12-06,1,21.98,21.98,485,10
SO59408,12394,2007-12-06,1,54.99,54.99,487,10
SO60163,12394,2007-12-16,1,1214.85,1214.85,578,10
SO44948,12395,2005-12-20,1,3578.27,3578.27,312,7
SO66942,12395,2008-03-27,1,2319.99,2319.99,357,7
SO66942,12395,2008-03-27,1,35.0,35.0,537,7
SO66942,12395,2008-03-27,1,34.99,34.99,214,7
SO68439,12396,2008-04-17,1,49.99,49.99,234,8
SO49403,12397,2007-02-24,1,2049.0982,2049.0982,362,8
SO51285,12397,2007-07-08,1,2319.99,2319.99,353,8
SO51285,12397,2007-07-08,1,9.99,9.99,478,8
SO58582,12397,2007-11-25,1,539.99,539.99,605,8
SO58582,12397,2007-11-25,1,4.99,4.99,477,8
SO58582,12397,2007-11-25,1,8.99,8.99,479,8
SO58582,12397,2007-11-25,1,34.99,34.99,222,8
SO44929,12398,2005-12-18,1,3578.27,3578.27,312,7
SO54255,12398,2007-09-13,1,2319.99,2319.99,357,7
SO66564,12398,2008-03-20,1,539.99,539.99,606,7
SO66564,12398,2008-03-20,1,21.49,21.49,538,7
SO66564,12398,2008-03-20,1,3.99,3.99,529,7
SO66564,12398,2008-03-20,1,34.99,34.99,217,7
SO64833,12399,2008-02-24,1,4.99,4.99,477,8
SO64833,12399,2008-02-24,1,9.99,9.99,478,8
SO64833,12399,2008-02-24,1,8.99,8.99,225,8
SO64833,12399,2008-02-24,1,34.99,34.99,217,8
SO63920,12400,2008-02-10,1,9.99,9.99,478,8
SO63920,12400,2008-02-10,1,4.99,4.99,477,8
SO63920,12400,2008-02-10,1,53.99,53.99,491,8
SO66672,12401,2008-03-22,1,3.99,3.99,529,8
SO66672,12401,2008-03-22,1,32.6,32.6,540,8
SO48493,12402,2006-12-10,1,2049.0982,2049.0982,362,10
SO58705,12402,2007-11-28,1,2319.99,2319.99,355,10
SO58705,12402,2007-11-28,1,21.98,21.98,485,10
SO58705,12402,2007-11-28,1,49.99,49.99,231,10
SO59325,12402,2007-12-04,1,742.35,742.35,569,10
SO59325,12402,2007-12-04,1,34.99,34.99,214,10
SO71175,12403,2008-05-23,1,9.99,9.99,478,10
SO71175,12403,2008-05-23,1,54.99,54.99,487,10
SO71175,12403,2008-05-23,1,2.29,2.29,480,10
SO48976,12404,2007-01-23,1,2071.4196,2071.4196,354,10
SO58585,12404,2007-11-26,1,2294.99,2294.99,359,10
SO58585,12404,2007-11-26,1,9.99,9.99,478,10
SO58585,12404,2007-11-26,1,34.99,34.99,214,10
SO58585,12404,2007-11-26,1,53.99,53.99,489,10
SO59386,12404,2007-12-05,1,742.35,742.35,565,10
SO59386,12404,2007-12-05,1,8.99,8.99,225,10
SO59386,12404,2007-12-05,1,34.99,34.99,222,10
SO74460,12405,2008-07-10,1,3.99,3.99,529,10
SO74460,12405,2008-07-10,1,32.6,32.6,540,10
SO73212,12406,2008-06-18,1,35.0,35.0,537,8
SO69196,12407,2008-04-28,1,4.99,4.99,528,8
SO69196,12407,2008-04-28,1,35.0,35.0,537,8
SO69196,12407,2008-04-28,1,34.99,34.99,217,8
SO67443,12408,2008-04-02,1,4.99,4.99,528,8
SO67443,12408,2008-04-02,1,35.0,35.0,537,8
SO67443,12408,2008-04-02,1,2.29,2.29,480,8
SO58325,12409,2007-11-21,1,35.0,35.0,537,4
SO70249,12409,2008-05-10,1,120.0,120.0,483,4
SO55717,12410,2007-10-07,1,35.0,35.0,537,4
SO55717,12410,2007-10-07,1,4.99,4.99,528,4
SO74720,12410,2008-07-19,1,120.0,120.0,483,4
SO61299,12411,2008-01-01,1,35.0,35.0,537,4
SO61299,12411,2008-01-01,1,4.99,4.99,528,4
SO68542,12411,2008-04-19,1,120.0,120.0,483,4
SO69090,12412,2008-04-27,1,120.0,120.0,483,4
SO70562,12412,2008-05-14,1,35.0,35.0,537,4
SO70562,12412,2008-05-14,1,4.99,4.99,528,4
SO70562,12412,2008-05-14,1,63.5,63.5,473,4
SO70562,12412,2008-05-14,1,34.99,34.99,217,4
SO60522,12413,2007-12-22,1,120.0,120.0,483,1
SO64152,12413,2008-02-14,1,4.99,4.99,528,1
SO64152,12413,2008-02-14,1,35.0,35.0,537,1
SO64152,12413,2008-02-14,1,2.29,2.29,480,1
SO58709,12414,2007-11-28,1,120.0,120.0,483,1
SO65488,12414,2008-03-03,1,35.0,35.0,537,1
SO65488,12414,2008-03-03,1,2.29,2.29,480,1
SO71318,12415,2008-05-25,1,4.99,4.99,528,1
SO71318,12415,2008-05-25,1,35.0,35.0,537,1
SO71318,12415,2008-05-25,1,34.99,34.99,214,1
SO61149,12416,2007-12-31,1,35.0,35.0,537,4
SO61149,12416,2007-12-31,1,4.99,4.99,528,4
SO74413,12417,2008-07-08,1,35.0,35.0,537,4
SO74413,12417,2008-07-08,1,21.98,21.98,485,4
SO74413,12417,2008-07-08,1,2.29,2.29,480,4
SO46548,12418,2006-06-23,1,3578.27,3578.27,310,1
SO70218,12418,2008-05-09,1,2294.99,2294.99,361,1
SO70218,12418,2008-05-09,1,21.98,21.98,485,1
SO70218,12418,2008-05-09,1,24.49,24.49,463,1
SO70218,12418,2008-05-09,1,49.99,49.99,234,1
SO59869,12419,2007-12-12,1,35.0,35.0,537,1
SO54464,12420,2007-09-16,1,4.99,4.99,528,1
SO54464,12420,2007-09-16,1,35.0,35.0,537,1
SO54464,12420,2007-09-16,1,2.29,2.29,480,1
SO54294,12421,2007-09-13,1,35.0,35.0,537,4
SO54294,12421,2007-09-13,1,4.99,4.99,528,4
SO54294,12421,2007-09-13,1,34.99,34.99,214,4
SO68319,12422,2008-04-15,1,35.0,35.0,537,1
SO46531,12423,2006-06-21,1,3578.27,3578.27,310,1
SO71059,12423,2008-05-21,1,2294.99,2294.99,359,1
SO71059,12423,2008-05-21,1,34.99,34.99,214,1
SO64928,12424,2008-02-26,1,35.0,35.0,537,1
SO64928,12424,2008-02-26,1,4.99,4.99,528,1
SO64928,12424,2008-02-26,1,34.99,34.99,222,1
SO64928,12424,2008-02-26,1,24.49,24.49,467,1
SO70979,12425,2008-05-20,1,35.0,35.0,537,1
SO70979,12425,2008-05-20,1,4.99,4.99,528,1
SO70979,12425,2008-05-20,1,49.99,49.99,228,1
SO70129,12426,2008-05-08,1,35.0,35.0,537,4
SO70129,12426,2008-05-08,1,4.99,4.99,528,4
SO70129,12426,2008-05-08,1,34.99,34.99,222,4
SO70129,12426,2008-05-08,1,24.49,24.49,467,4
SO59447,12427,2007-12-06,1,4.99,4.99,528,4
SO59447,12427,2007-12-06,1,35.0,35.0,537,4
SO69210,12428,2008-04-28,1,35.0,35.0,537,4
SO69210,12428,2008-04-28,1,4.99,4.99,528,4
SO69210,12428,2008-04-28,1,34.99,34.99,217,4
SO53906,12429,2007-09-06,1,35.0,35.0,537,4
SO56507,12430,2007-10-22,1,69.99,69.99,475,6
SO56507,12430,2007-10-22,1,8.99,8.99,225,6
SO58208,12430,2007-11-19,1,4.99,4.99,528,6
SO58208,12430,2007-11-19,1,29.99,29.99,536,6
SO58208,12430,2007-11-19,1,34.99,34.99,217,6
SO62435,12430,2008-01-20,1,35.0,35.0,537,6
SO62435,12430,2008-01-20,1,4.99,4.99,528,6
SO62435,12430,2008-01-20,1,34.99,34.99,222,6
SO74540,12430,2008-07-13,1,24.99,24.99,535,6
SO74540,12430,2008-07-13,1,4.99,4.99,528,6
SO74540,12430,2008-07-13,1,34.99,34.99,214,6
SO54797,12431,2007-09-22,1,4.99,4.99,528,6
SO54797,12431,2007-09-22,1,35.0,35.0,537,6
SO54797,12431,2007-09-22,1,54.99,54.99,487,6
SO59353,12431,2007-12-05,1,24.99,24.99,535,6
SO59353,12431,2007-12-05,1,2.29,2.29,480,6
SO70266,12431,2008-05-10,1,29.99,29.99,536,6
SO70266,12431,2008-05-10,1,2.29,2.29,480,6
SO74488,12431,2008-07-11,1,69.99,69.99,476,6
SO69211,12432,2008-04-28,1,35.0,35.0,537,4
SO69211,12432,2008-04-28,1,21.98,21.98,485,4
SO69211,12432,2008-04-28,1,34.99,34.99,214,4
SO55369,12433,2007-10-01,1,35.0,35.0,537,4
SO55369,12433,2007-10-01,1,4.99,4.99,528,4
SO55369,12433,2007-10-01,1,34.99,34.99,217,4
SO71180,12434,2008-05-23,1,35.0,35.0,537,1
SO71180,12434,2008-05-23,1,4.99,4.99,528,1
SO71180,12434,2008-05-23,1,34.99,34.99,217,1
SO46424,12435,2006-06-06,1,3578.27,3578.27,312,4
SO63044,12435,2008-01-30,1,2319.99,2319.99,355,4
SO63044,12435,2008-01-30,1,21.98,21.98,485,4
SO60284,12436,2007-12-18,1,35.0,35.0,537,1
SO60284,12436,2007-12-18,1,4.99,4.99,528,1
SO60284,12436,2007-12-18,1,2.29,2.29,480,1
SO46484,12437,2006-06-15,1,3578.27,3578.27,312,1
SO62380,12437,2008-01-19,1,2319.99,2319.99,355,1
SO62380,12437,2008-01-19,1,21.98,21.98,485,1
SO62380,12437,2008-01-19,1,8.99,8.99,225,1
SO62380,12437,2008-01-19,1,53.99,53.99,490,1
SO46460,12438,2006-06-11,1,3578.27,3578.27,312,4
SO55795,12438,2007-10-08,1,2319.99,2319.99,357,4
SO55014,12439,2007-09-26,1,4.99,4.99,528,1
SO55014,12439,2007-09-26,1,35.0,35.0,537,1
SO55014,12439,2007-09-26,1,34.99,34.99,217,1
SO55014,12439,2007-09-26,1,49.99,49.99,237,1
SO46390,12440,2006-06-01,1,3578.27,3578.27,313,4
SO61634,12440,2008-01-07,1,2294.99,2294.99,361,4
SO61634,12440,2008-01-07,1,35.0,35.0,537,4
SO61634,12440,2008-01-07,1,4.99,4.99,528,4
SO46417,12441,2006-06-05,1,3578.27,3578.27,314,4
SO62616,12441,2008-01-23,1,2294.99,2294.99,359,4
SO62616,12441,2008-01-23,1,2.29,2.29,480,4
SO46396,12442,2006-06-02,1,3578.27,3578.27,311,4
SO63471,12442,2008-02-03,1,2319.99,2319.99,357,4
SO63471,12442,2008-02-03,1,2.29,2.29,480,4
SO74809,12443,2008-07-21,1,21.98,21.98,485,4
SO74809,12443,2008-07-21,1,7.95,7.95,484,4
SO53791,12444,2007-09-04,1,29.99,29.99,536,6
SO53791,12444,2007-09-04,1,4.99,4.99,528,6
SO54000,12444,2007-09-08,1,69.99,69.99,475,6
SO54000,12444,2007-09-08,1,8.99,8.99,481,6
SO61461,12444,2008-01-04,1,4.99,4.99,528,6
SO61461,12444,2008-01-04,1,35.0,35.0,537,6
SO61461,12444,2008-01-04,1,49.99,49.99,237,6
SO61461,12444,2008-01-04,1,24.49,24.49,463,6
SO75008,12444,2008-07-28,1,4.99,4.99,528,6
SO75008,12444,2008-07-28,1,24.99,24.99,535,6
SO75008,12444,2008-07-28,1,34.99,34.99,217,6
SO63859,12445,2008-02-09,1,21.98,21.98,485,1
SO46450,12446,2006-06-10,1,3578.27,3578.27,314,4
SO64930,12446,2008-02-26,1,2319.99,2319.99,353,4
SO64930,12446,2008-02-26,1,21.98,21.98,485,4
SO64930,12446,2008-02-26,1,24.49,24.49,463,4
SO57411,12447,2007-11-04,1,2294.99,2294.99,361,6
SO57411,12447,2007-11-04,1,21.98,21.98,485,6
SO57411,12447,2007-11-04,1,9.99,9.99,478,6
SO57411,12447,2007-11-04,1,4.99,4.99,477,6
SO46587,12448,2006-06-28,1,3578.27,3578.27,314,1
SO63340,12448,2008-02-01,1,2294.99,2294.99,359,1
SO63340,12448,2008-02-01,1,35.0,35.0,537,1
SO63340,12448,2008-02-01,1,4.99,4.99,528,1
SO63340,12448,2008-02-01,1,2.29,2.29,480,1
SO59881,12449,2007-12-12,1,2294.99,2294.99,361,6
SO59881,12449,2007-12-12,1,21.98,21.98,485,6
SO59881,12449,2007-12-12,1,34.99,34.99,222,6
SO46569,12450,2006-06-26,1,3578.27,3578.27,312,4
SO64503,12450,2008-02-19,1,2319.99,2319.99,353,4
SO64503,12450,2008-02-19,1,21.98,21.98,485,4
SO64503,12450,2008-02-19,1,34.99,34.99,214,4
SO60550,12451,2007-12-22,1,2294.99,2294.99,361,6
SO60550,12451,2007-12-22,1,9.99,9.99,478,6
SO60550,12451,2007-12-22,1,54.99,54.99,487,6
SO60550,12451,2007-12-22,1,7.95,7.95,484,6
SO46549,12452,2006-06-23,1,3578.27,3578.27,313,1
SO63341,12452,2008-02-01,1,2319.99,2319.99,353,1
SO63341,12452,2008-02-01,1,35.0,35.0,537,1
SO63341,12452,2008-02-01,1,2.29,2.29,480,1
SO58323,12453,2007-11-21,1,21.98,21.98,485,1
SO55907,12454,2007-10-10,1,21.98,21.98,485,1
SO55907,12454,2007-10-10,1,9.99,9.99,478,1
SO55907,12454,2007-10-10,1,4.99,4.99,477,1
SO55907,12454,2007-10-10,1,34.99,34.99,214,1
SO70980,12455,2008-05-20,1,21.98,21.98,485,4
SO74752,12456,2008-07-19,1,21.98,21.98,485,1
SO55656,12457,2007-10-06,1,21.98,21.98,485,1
SO55656,12457,2007-10-06,1,2.29,2.29,480,1
SO65721,12458,2008-03-07,1,49.99,49.99,234,8
SO48816,12459,2007-01-03,1,2071.4196,2071.4196,356,10
SO59326,12459,2007-12-04,1,1214.85,1214.85,560,10
SO59326,12459,2007-12-04,1,34.99,34.99,217,10
SO60256,12459,2007-12-18,1,2294.99,2294.99,359,10
SO60256,12459,2007-12-18,1,2.29,2.29,480,10
SO49000,12460,2007-01-26,1,2049.0982,2049.0982,360,10
SO59752,12460,2007-12-10,1,1214.85,1214.85,578,10
SO59752,12460,2007-12-10,1,34.99,34.99,217,10
SO60455,12460,2007-12-21,1,2294.99,2294.99,359,10
SO60455,12460,2007-12-21,1,34.99,34.99,214,10
SO60455,12460,2007-12-21,1,49.99,49.99,234,10
SO49324,12461,2007-02-16,1,2071.4196,2071.4196,352,8
SO51660,12461,2007-07-30,1,2319.99,2319.99,353,8
SO51660,12461,2007-07-30,1,9.99,9.99,478,8
SO51660,12461,2007-07-30,1,4.99,4.99,477,8
SO51660,12461,2007-07-30,1,34.99,34.99,217,8
SO58413,12461,2007-11-22,1,539.99,539.99,605,8
SO58413,12461,2007-11-22,1,8.99,8.99,479,8
SO58413,12461,2007-11-22,1,4.99,4.99,477,8
SO58413,12461,2007-11-22,1,34.99,34.99,217,8
SO49640,12462,2007-03-11,1,2049.0982,2049.0982,362,8
SO51339,12462,2007-07-11,1,2294.99,2294.99,359,8
SO51339,12462,2007-07-11,1,9.99,9.99,478,8
SO51339,12462,2007-07-11,1,63.5,63.5,472,8
SO51339,12462,2007-07-11,1,4.99,4.99,477,8
SO57744,12462,2007-11-10,1,539.99,539.99,606,8
SO57744,12462,2007-11-10,1,34.99,34.99,214,8
SO57744,12462,2007-11-10,1,49.99,49.99,231,8
SO48842,12463,2007-01-07,1,2071.4196,2071.4196,352,10
SO58470,12463,2007-11-24,1,2294.99,2294.99,359,10
SO58470,12463,2007-11-24,1,9.99,9.99,478,10
SO58470,12463,2007-11-24,1,4.99,4.99,477,10
SO58470,12463,2007-11-24,1,53.99,53.99,491,10
SO58470,12463,2007-11-24,1,24.49,24.49,463,10
SO59628,12463,2007-12-08,1,742.35,742.35,571,10
SO45214,12464,2006-01-23,1,3578.27,3578.27,310,7
SO66271,12464,2008-03-16,1,2319.99,2319.99,355,7
SO55364,12465,2007-10-01,1,3.99,3.99,529,10
SO55364,12465,2007-10-01,1,21.49,21.49,538,10
SO55364,12465,2007-10-01,1,7.95,7.95,484,10
SO65129,12465,2008-02-29,1,49.99,49.99,234,10
SO54698,12466,2007-09-20,1,49.99,49.99,237,7
SO54698,12466,2007-09-20,1,8.99,8.99,225,7
SO56578,12467,2007-10-23,1,49.99,49.99,228,7
SO56578,12467,2007-10-23,1,8.99,8.99,481,7
SO45139,12468,2006-01-12,1,3578.27,3578.27,314,7
SO66507,12468,2008-03-20,1,2294.99,2294.99,361,7
SO66507,12468,2008-03-20,1,2.29,2.29,480,7
SO66683,12469,2008-03-22,1,49.99,49.99,234,8
SO71404,12470,2008-05-26,1,49.99,49.99,237,8
SO54500,12471,2007-09-17,1,4.99,4.99,528,8
SO54500,12471,2007-09-17,1,35.0,35.0,537,8
SO54500,12471,2007-09-17,1,34.99,34.99,217,8
SO54500,12471,2007-09-17,1,8.99,8.99,225,8
SO63922,12472,2008-02-10,1,49.99,49.99,234,7
SO48886,12473,2007-01-12,1,2071.4196,2071.4196,352,10
SO60766,12473,2007-12-26,1,2319.99,2319.99,357,10
SO60766,12473,2007-12-26,1,9.99,9.99,478,10
SO61304,12473,2008-01-01,1,1214.85,1214.85,560,10
SO61304,12473,2008-01-01,1,4.99,4.99,477,10
SO61304,12473,2008-01-01,1,8.99,8.99,479,10
SO61304,12473,2008-01-01,1,34.99,34.99,214,10
SO45206,12474,2006-01-22,1,3578.27,3578.27,313,7
SO66093,12474,2008-03-13,1,2294.99,2294.99,361,7
SO66093,12474,2008-03-13,1,54.99,54.99,487,7
SO49607,12475,2007-03-07,1,2071.4196,2071.4196,352,8
SO64804,12475,2008-02-24,1,2294.99,2294.99,359,8
SO64804,12475,2008-02-24,1,21.98,21.98,485,8
SO64804,12475,2008-02-24,1,49.99,49.99,231,8
SO68057,12476,2008-04-11,1,21.49,21.49,538,10
SO68057,12476,2008-04-11,1,2.29,2.29,480,10
SO69055,12476,2008-04-26,1,49.99,49.99,237,10
SO72690,12477,2008-06-11,1,49.99,49.99,228,7
SO74217,12478,2008-07-02,1,8.99,8.99,225,8
SO49616,12479,2007-03-08,1,2071.4196,2071.4196,352,8
SO64546,12479,2008-02-20,1,2294.99,2294.99,359,8
SO64546,12479,2008-02-20,1,35.0,35.0,537,8
SO45126,12480,2006-01-10,1,3578.27,3578.27,311,7
SO67025,12480,2008-03-28,1,2294.99,2294.99,363,7
SO67025,12480,2008-03-28,1,34.99,34.99,217,7
SO54084,12481,2007-09-09,1,8.99,8.99,225,8
SO73908,12482,2008-06-27,1,49.99,49.99,231,7
SO45096,12483,2006-01-04,1,3578.27,3578.27,312,7
SO66380,12483,2008-03-18,1,2319.99,2319.99,353,7
SO49781,12484,2007-03-28,1,2049.0982,2049.0982,362,8
